Gene stable ID,Transcript stable ID,Gene name,Gene description,Human gene name,Human gene stable ID
ENSPANG00000020748,ENSPANT00000051220,,,GGTLC3,ENSG00000274252
ENSPANG00000020748,ENSPANT00000051220,,,GGTLC1,ENSG00000149435
ENSPANG00000020748,ENSPANT00000051220,,,GGTLC2,ENSG00000100121
ENSPANG00000020748,ENSPANT00000012969,,,GGT2,ENSG00000133475
ENSPANG00000020748,ENSPANT00000012969,,,GGT1,ENSG00000100031
ENSPANG00000020748,ENSPANT00000012969,,,GGTLC3,ENSG00000274252
ENSPANG00000020748,ENSPANT00000012969,,,GGTLC1,ENSG00000149435
ENSPANG00000020748,ENSPANT00000012969,,,GGTLC2,ENSG00000100121
ENSPANG00000020762,ENSPANT00000007282,,AFG3-like protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101025855],,
ENSPANG00000020847,ENSPANT00000057802,,selenoprotein N [Source:NCBI gene (formerly Entrezgene);Acc:101004721],AL020996.2,ENSG00000255054
ENSPANG00000020847,ENSPANT00000057802,,selenoprotein N [Source:NCBI gene (formerly Entrezgene);Acc:101004721],SELENON,ENSG00000162430
ENSPANG00000020847,ENSPANT00000022545,,selenoprotein N [Source:NCBI gene (formerly Entrezgene);Acc:101004721],AL020996.2,ENSG00000255054
ENSPANG00000020847,ENSPANT00000022545,,selenoprotein N [Source:NCBI gene (formerly Entrezgene);Acc:101004721],SELENON,ENSG00000162430
ENSPANG00000020872,ENSPANT00000001002,COL18A1,collagen type XVIII alpha 1 chain [Source:NCBI gene (formerly Entrezgene);Acc:101009951],COL18A1,ENSG00000182871
ENSPANG00000020872,ENSPANT00000037673,COL18A1,collagen type XVIII alpha 1 chain [Source:NCBI gene (formerly Entrezgene);Acc:101009951],COL18A1,ENSG00000182871
ENSPANG00000020872,ENSPANT00000050102,COL18A1,collagen type XVIII alpha 1 chain [Source:NCBI gene (formerly Entrezgene);Acc:101009951],COL18A1,ENSG00000182871
ENSPANG00000021124,ENSPANT00000012980,,,,
ENSPANG00000021140,ENSPANT00000023167,PKDCC,"protein kinase domain containing, cytoplasmic [Source:NCBI gene (formerly Entrezgene);Acc:101002170]",PKDCC,ENSG00000162878
ENSPANG00000021183,ENSPANT00000006614,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3 [Source:NCBI gene (formerly Entrezgene);Acc:101004152],CNNM3,ENSG00000168763
ENSPANG00000021183,ENSPANT00000034303,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3 [Source:NCBI gene (formerly Entrezgene);Acc:101004152],CNNM3,ENSG00000168763
ENSPANG00000022175,ENSPANT00000002500,RNFT1,"ring finger protein, transmembrane 1 [Source:NCBI gene (formerly Entrezgene);Acc:101026058]",RNFT1,ENSG00000189050
ENSPANG00000022200,ENSPANT00000002305,FBXO31,F-box protein 31 [Source:NCBI gene (formerly Entrezgene);Acc:100998159],FBXO31,ENSG00000103264
ENSPANG00000022200,ENSPANT00000002306,FBXO31,F-box protein 31 [Source:NCBI gene (formerly Entrezgene);Acc:100998159],FBXO31,ENSG00000103264
ENSPANG00000022252,ENSPANT00000032717,TRIM37,tripartite motif containing 37 [Source:NCBI gene (formerly Entrezgene);Acc:101017695],TRIM37,ENSG00000108395
ENSPANG00000022252,ENSPANT00000051656,TRIM37,tripartite motif containing 37 [Source:NCBI gene (formerly Entrezgene);Acc:101017695],TRIM37,ENSG00000108395
ENSPANG00000022252,ENSPANT00000002382,TRIM37,tripartite motif containing 37 [Source:NCBI gene (formerly Entrezgene);Acc:101017695],TRIM37,ENSG00000108395
ENSPANG00000022252,ENSPANT00000037857,TRIM37,tripartite motif containing 37 [Source:NCBI gene (formerly Entrezgene);Acc:101017695],TRIM37,ENSG00000108395
ENSPANG00000022294,ENSPANT00000037214,,,,
ENSPANG00000022294,ENSPANT00000046821,,,,
ENSPANG00000022294,ENSPANT00000021330,,,,
ENSPANG00000022388,ENSPANT00000015719,,,EIF2S3B,ENSG00000180574
ENSPANG00000022388,ENSPANT00000015719,,,EIF2S3,ENSG00000130741
ENSPANG00000022567,ENSPANT00000027541,TRAC,T cell receptor alpha constant [Source:HGNC Symbol;Acc:HGNC:12029],TRAC,ENSG00000277734
ENSPANG00000022575,ENSPANT00000018807,,,SFTPA1,ENSG00000122852
ENSPANG00000022575,ENSPANT00000018807,,,SFTPA2,ENSG00000185303
ENSPANG00000022577,ENSPANT00000033416,,surfactant protein A1 [Source:NCBI gene (formerly Entrezgene);Acc:101023773],SFTPA1,ENSG00000122852
ENSPANG00000022577,ENSPANT00000033416,,surfactant protein A1 [Source:NCBI gene (formerly Entrezgene);Acc:101023773],SFTPA2,ENSG00000185303
ENSPANG00000022577,ENSPANT00000018972,,surfactant protein A1 [Source:NCBI gene (formerly Entrezgene);Acc:101023773],SFTPA1,ENSG00000122852
ENSPANG00000022577,ENSPANT00000018972,,surfactant protein A1 [Source:NCBI gene (formerly Entrezgene);Acc:101023773],SFTPA2,ENSG00000185303
ENSPANG00000022826,ENSPANT00000039056,,L-lactate dehydrogenase B chain pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:101001151],,
ENSPANG00000022826,ENSPANT00000019847,,L-lactate dehydrogenase B chain pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:101001151],,
ENSPANG00000023069,ENSPANT00000015027,CUL9,cullin 9 [Source:NCBI gene (formerly Entrezgene);Acc:101015096],CUL9,ENSG00000112659
ENSPANG00000023069,ENSPANT00000037719,CUL9,cullin 9 [Source:NCBI gene (formerly Entrezgene);Acc:101015096],CUL9,ENSG00000112659
ENSPANG00000023069,ENSPANT00000053079,CUL9,cullin 9 [Source:NCBI gene (formerly Entrezgene);Acc:101015096],CUL9,ENSG00000112659
ENSPANG00000023110,ENSPANT00000021115,,ecotropic viral integration site 2A [Source:NCBI gene (formerly Entrezgene);Acc:103875548],EVI2A,ENSG00000126860
ENSPANG00000023110,ENSPANT00000021115,,ecotropic viral integration site 2A [Source:NCBI gene (formerly Entrezgene);Acc:103875548],AC134669.1,ENSG00000265118
ENSPANG00000023304,ENSPANT00000004743,,"proteasome 26S subunit, ATPase 6 [Source:NCBI gene (formerly Entrezgene);Acc:101018096]",PSMC6,ENSG00000100519
ENSPANG00000023304,ENSPANT00000036816,,"proteasome 26S subunit, ATPase 6 [Source:NCBI gene (formerly Entrezgene);Acc:101018096]",PSMC6,ENSG00000100519
ENSPANG00000023589,ENSPANT00000015617,,,,
ENSPANG00000023695,ENSPANT00000041116,MPRIP,myosin phosphatase Rho interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:101009725],MPRIP,ENSG00000133030
ENSPANG00000023695,ENSPANT00000058493,MPRIP,myosin phosphatase Rho interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:101009725],MPRIP,ENSG00000133030
ENSPANG00000023695,ENSPANT00000022584,MPRIP,myosin phosphatase Rho interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:101009725],MPRIP,ENSG00000133030
ENSPANG00000023695,ENSPANT00000048351,MPRIP,myosin phosphatase Rho interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:101009725],MPRIP,ENSG00000133030
ENSPANG00000023697,ENSPANT00000022586,FLCN,folliculin [Source:NCBI gene (formerly Entrezgene);Acc:101007756],FLCN,ENSG00000154803
ENSPANG00000023697,ENSPANT00000022568,FLCN,folliculin [Source:NCBI gene (formerly Entrezgene);Acc:101007756],FLCN,ENSG00000154803
ENSPANG00000023701,ENSPANT00000031611,,WASH complex subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012398],WASH6P,ENSG00000182484
ENSPANG00000023701,ENSPANT00000031611,,WASH complex subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012398],WASHC1,ENSG00000181404
ENSPANG00000023701,ENSPANT00000025759,,WASH complex subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012398],WASH6P,ENSG00000182484
ENSPANG00000023701,ENSPANT00000025759,,WASH complex subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012398],WASHC1,ENSG00000181404
ENSPANG00000023701,ENSPANT00000055946,,WASH complex subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012398],WASH6P,ENSG00000182484
ENSPANG00000023701,ENSPANT00000055946,,WASH complex subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012398],WASHC1,ENSG00000181404
ENSPANG00000023899,ENSPANT00000014335,KIFC3,kinesin family member C3 [Source:NCBI gene (formerly Entrezgene);Acc:101019162],KIFC3,ENSG00000140859
ENSPANG00000023899,ENSPANT00000055171,KIFC3,kinesin family member C3 [Source:NCBI gene (formerly Entrezgene);Acc:101019162],KIFC3,ENSG00000140859
ENSPANG00000023899,ENSPANT00000046067,KIFC3,kinesin family member C3 [Source:NCBI gene (formerly Entrezgene);Acc:101019162],KIFC3,ENSG00000140859
ENSPANG00000024578,ENSPANT00000047093,FAM234A,family with sequence similarity 234 member A [Source:NCBI gene (formerly Entrezgene);Acc:100137281],FAM234A,ENSG00000167930
ENSPANG00000024578,ENSPANT00000012638,FAM234A,family with sequence similarity 234 member A [Source:NCBI gene (formerly Entrezgene);Acc:100137281],FAM234A,ENSG00000167930
ENSPANG00000024578,ENSPANT00000059504,FAM234A,family with sequence similarity 234 member A [Source:NCBI gene (formerly Entrezgene);Acc:100137281],FAM234A,ENSG00000167930
ENSPANG00000024985,ENSPANT00000008511,,,,
ENSPANG00000025038,ENSPANT00000036631,PDE4D,phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783],PDE4D,ENSG00000113448
ENSPANG00000025038,ENSPANT00000012191,PDE4D,phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783],PDE4D,ENSG00000113448
ENSPANG00000025038,ENSPANT00000043246,PDE4D,phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783],PDE4D,ENSG00000113448
ENSPANG00000025217,ENSPANT00000047913,GYG1,glycogenin 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003813],GYG1,ENSG00000163754
ENSPANG00000025217,ENSPANT00000002782,GYG1,glycogenin 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003813],GYG1,ENSG00000163754
ENSPANG00000025217,ENSPANT00000038002,GYG1,glycogenin 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003813],GYG1,ENSG00000163754
ENSPANG00000025217,ENSPANT00000036648,GYG1,glycogenin 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003813],GYG1,ENSG00000163754
ENSPANG00000025456,ENSPANT00000010102,,Snf2 related CREBBP activator protein [Source:NCBI gene (formerly Entrezgene);Acc:101016300],SRCAP,ENSG00000080603
ENSPANG00000025456,ENSPANT00000010102,,Snf2 related CREBBP activator protein [Source:NCBI gene (formerly Entrezgene);Acc:101016300],AC106886.5,ENSG00000282034
ENSPANG00000025456,ENSPANT00000018323,,Snf2 related CREBBP activator protein [Source:NCBI gene (formerly Entrezgene);Acc:101016300],SRCAP,ENSG00000080603
ENSPANG00000025456,ENSPANT00000018323,,Snf2 related CREBBP activator protein [Source:NCBI gene (formerly Entrezgene);Acc:101016300],AC106886.5,ENSG00000282034
ENSPANG00000025702,ENSPANT00000016154,,,,
ENSPANG00000025901,ENSPANT00000028072,FBN3,fibrillin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101011451],FBN3,ENSG00000142449
ENSPANG00000025978,ENSPANT00000028395,,,,
ENSPANG00000026035,ENSPANT00000028448,,ribosomal protein L7a [Source:NCBI gene (formerly Entrezgene);Acc:101021821],,
ENSPANG00000026225,ENSPANT00000005210,,chromosome 8 C8orf58 homolog [Source:NCBI gene (formerly Entrezgene);Acc:100999106],AC037459.1,ENSG00000248235
ENSPANG00000026225,ENSPANT00000005210,,chromosome 8 C8orf58 homolog [Source:NCBI gene (formerly Entrezgene);Acc:100999106],C8orf58,ENSG00000241852
ENSPANG00000026225,ENSPANT00000048868,,chromosome 8 C8orf58 homolog [Source:NCBI gene (formerly Entrezgene);Acc:100999106],AC037459.1,ENSG00000248235
ENSPANG00000026225,ENSPANT00000048868,,chromosome 8 C8orf58 homolog [Source:NCBI gene (formerly Entrezgene);Acc:100999106],C8orf58,ENSG00000241852
ENSPANG00000026225,ENSPANT00000033985,,chromosome 8 C8orf58 homolog [Source:NCBI gene (formerly Entrezgene);Acc:100999106],AC037459.1,ENSG00000248235
ENSPANG00000026225,ENSPANT00000033985,,chromosome 8 C8orf58 homolog [Source:NCBI gene (formerly Entrezgene);Acc:100999106],C8orf58,ENSG00000241852
ENSPANG00000026228,ENSPANT00000012471,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2C,ENSG00000283528
ENSPANG00000026228,ENSPANT00000012471,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2,ENSG00000170379
ENSPANG00000026228,ENSPANT00000048800,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2C,ENSG00000283528
ENSPANG00000026228,ENSPANT00000048800,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2,ENSG00000170379
ENSPANG00000026501,ENSPANT00000012296,TMEM114,transmembrane protein 114 [Source:NCBI gene (formerly Entrezgene);Acc:101024917],TMEM114,ENSG00000232258
