Gene stable ID,Transcript stable ID,Gene name,Gene description,Human gene name,Human gene stable ID
ENSPANG00000024050,ENSPANT00000045156,,60S ribosomal protein L5 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:101001561],,
ENSPANG00000024050,ENSPANT00000008972,,60S ribosomal protein L5 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:101001561],,
ENSPANG00000024407,ENSPANT00000006655,,,NANP,ENSG00000170191
ENSPANG00000025116,ENSPANT00000054232,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD5,ENSG00000147996
ENSPANG00000025116,ENSPANT00000054232,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD6,ENSG00000215126
ENSPANG00000025116,ENSPANT00000054232,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD3,ENSG00000196873
ENSPANG00000025116,ENSPANT00000025376,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD5,ENSG00000147996
ENSPANG00000025116,ENSPANT00000025376,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD6,ENSG00000215126
ENSPANG00000025116,ENSPANT00000025376,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD3,ENSG00000196873
ENSPANG00000025116,ENSPANT00000035021,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD5,ENSG00000147996
ENSPANG00000025116,ENSPANT00000035021,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD6,ENSG00000215126
ENSPANG00000025116,ENSPANT00000035021,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD3,ENSG00000196873
ENSPANG00000025116,ENSPANT00000043310,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD5,ENSG00000147996
ENSPANG00000025116,ENSPANT00000043310,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD6,ENSG00000215126
ENSPANG00000025116,ENSPANT00000043310,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD3,ENSG00000196873
ENSPANG00000025116,ENSPANT00000032303,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD5,ENSG00000147996
ENSPANG00000025116,ENSPANT00000032303,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD6,ENSG00000215126
ENSPANG00000025116,ENSPANT00000032303,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD3,ENSG00000196873
ENSPANG00000025116,ENSPANT00000036256,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD5,ENSG00000147996
ENSPANG00000025116,ENSPANT00000036256,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD6,ENSG00000215126
ENSPANG00000025116,ENSPANT00000036256,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD3,ENSG00000196873
ENSPANG00000025116,ENSPANT00000057566,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD5,ENSG00000147996
ENSPANG00000025116,ENSPANT00000057566,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD6,ENSG00000215126
ENSPANG00000025116,ENSPANT00000057566,,COBW domain-containing protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021457],CBWD3,ENSG00000196873
ENSPANG00000025253,ENSPANT00000025902,DENND4C,DENN domain-containing protein 4C [Source:NCBI gene (formerly Entrezgene);Acc:101003343],DENND4C,ENSG00000137145
ENSPANG00000025253,ENSPANT00000055956,DENND4C,DENN domain-containing protein 4C [Source:NCBI gene (formerly Entrezgene);Acc:101003343],DENND4C,ENSG00000137145
ENSPANG00000025253,ENSPANT00000042750,DENND4C,DENN domain-containing protein 4C [Source:NCBI gene (formerly Entrezgene);Acc:101003343],DENND4C,ENSG00000137145
ENSPANG00000025271,ENSPANT00000026039,,mitochondrial transcription rescue factor 1 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:101000919],MTRES1,ENSG00000130349
ENSPANG00000025658,ENSPANT00000057327,,CTP synthase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101011447],,
ENSPANG00000025658,ENSPANT00000027048,,CTP synthase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101011447],,
ENSPANG00000025891,ENSPANT00000021972,UNC93B1,"unc-93 homolog B1, TLR signaling regulator [Source:NCBI gene (formerly Entrezgene);Acc:101005206]",UNC93B1,ENSG00000110057
ENSPANG00000025970,ENSPANT00000028391,HMCN2,hemicentin 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013540],HMCN2,ENSG00000148357
ENSPANG00000025970,ENSPANT00000056395,HMCN2,hemicentin 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013540],HMCN2,ENSG00000148357
ENSPANG00000026173,ENSPANT00000023008,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6L,ENSG00000128185
ENSPANG00000026173,ENSPANT00000023008,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],AC007325.4,ENSG00000278817
ENSPANG00000026173,ENSPANT00000023008,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6,ENSG00000183628
ENSPANG00000026173,ENSPANT00000044720,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6L,ENSG00000128185
ENSPANG00000026173,ENSPANT00000044720,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],AC007325.4,ENSG00000278817
ENSPANG00000026173,ENSPANT00000044720,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6,ENSG00000183628
ENSPANG00000026173,ENSPANT00000037742,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6L,ENSG00000128185
ENSPANG00000026173,ENSPANT00000037742,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],AC007325.4,ENSG00000278817
ENSPANG00000026173,ENSPANT00000037742,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6,ENSG00000183628
ENSPANG00000026228,ENSPANT00000012471,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2C,ENSG00000283528
ENSPANG00000026228,ENSPANT00000012471,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2,ENSG00000170379
ENSPANG00000026228,ENSPANT00000048800,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2C,ENSG00000283528
ENSPANG00000026228,ENSPANT00000048800,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2,ENSG00000170379
