Gene stable ID,Transcript stable ID,Gene name,Gene description,Human gene name,Human gene stable ID
ENSPANG00000008675,ENSPANT00000031941,ELN,elastin [Source:HGNC Symbol;Acc:HGNC:3327],ELN,ENSG00000049540
ENSPANG00000008675,ENSPANT00000024656,ELN,elastin [Source:HGNC Symbol;Acc:HGNC:3327],ELN,ENSG00000049540
ENSPANG00000008675,ENSPANT00000035273,ELN,elastin [Source:HGNC Symbol;Acc:HGNC:3327],ELN,ENSG00000049540
ENSPANG00000008675,ENSPANT00000056484,ELN,elastin [Source:HGNC Symbol;Acc:HGNC:3327],ELN,ENSG00000049540
ENSPANG00000008675,ENSPANT00000034213,ELN,elastin [Source:HGNC Symbol;Acc:HGNC:3327],ELN,ENSG00000049540
ENSPANG00000008675,ENSPANT00000059164,ELN,elastin [Source:HGNC Symbol;Acc:HGNC:3327],ELN,ENSG00000049540
ENSPANG00000008881,ENSPANT00000028467,MPND,MPN domain containing [Source:NCBI gene (formerly Entrezgene);Acc:101009850],MPND,ENSG00000008382
ENSPANG00000008881,ENSPANT00000053061,MPND,MPN domain containing [Source:NCBI gene (formerly Entrezgene);Acc:101009850],MPND,ENSG00000008382
ENSPANG00000008881,ENSPANT00000058663,MPND,MPN domain containing [Source:NCBI gene (formerly Entrezgene);Acc:101009850],MPND,ENSG00000008382
ENSPANG00000008882,ENSPANT00000034839,MAP2K2,mitogen-activated protein kinase kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004074],MAP2K2,ENSG00000126934
ENSPANG00000008882,ENSPANT00000036737,MAP2K2,mitogen-activated protein kinase kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004074],MAP2K2,ENSG00000126934
ENSPANG00000008882,ENSPANT00000020749,MAP2K2,mitogen-activated protein kinase kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004074],MAP2K2,ENSG00000126934
ENSPANG00000009061,ENSPANT00000055479,TMEM64,transmembrane protein 64 [Source:NCBI gene (formerly Entrezgene);Acc:101008531],TMEM64,ENSG00000180694
ENSPANG00000009061,ENSPANT00000054619,TMEM64,transmembrane protein 64 [Source:NCBI gene (formerly Entrezgene);Acc:101008531],TMEM64,ENSG00000180694
ENSPANG00000009061,ENSPANT00000016824,TMEM64,transmembrane protein 64 [Source:NCBI gene (formerly Entrezgene);Acc:101008531],TMEM64,ENSG00000180694
ENSPANG00000009061,ENSPANT00000050674,TMEM64,transmembrane protein 64 [Source:NCBI gene (formerly Entrezgene);Acc:101008531],TMEM64,ENSG00000180694
ENSPANG00000009061,ENSPANT00000049667,TMEM64,transmembrane protein 64 [Source:NCBI gene (formerly Entrezgene);Acc:101008531],TMEM64,ENSG00000180694
ENSPANG00000009061,ENSPANT00000038143,TMEM64,transmembrane protein 64 [Source:NCBI gene (formerly Entrezgene);Acc:101008531],TMEM64,ENSG00000180694
ENSPANG00000009082,ENSPANT00000010553,,interferon related developmental regulator 2 [Source:NCBI gene (formerly Entrezgene);Acc:100997294],IFRD2,ENSG00000214706
ENSPANG00000009082,ENSPANT00000032920,,interferon related developmental regulator 2 [Source:NCBI gene (formerly Entrezgene);Acc:100997294],IFRD2,ENSG00000214706
ENSPANG00000009306,ENSPANT00000021228,EMD,emerin [Source:NCBI gene (formerly Entrezgene);Acc:100137262],EMD,ENSG00000102119
ENSPANG00000009306,ENSPANT00000035294,EMD,emerin [Source:NCBI gene (formerly Entrezgene);Acc:100137262],EMD,ENSG00000102119
ENSPANG00000009317,ENSPANT00000058853,ZMYM2,zinc finger MYM-type containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101005355],ZMYM2,ENSG00000121741
ENSPANG00000009317,ENSPANT00000010428,ZMYM2,zinc finger MYM-type containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101005355],ZMYM2,ENSG00000121741
ENSPANG00000009486,ENSPANT00000026877,,mitochondrial ribosomal protein S15 [Source:NCBI gene (formerly Entrezgene);Acc:101011825],MRPS15,ENSG00000116898
ENSPANG00000009486,ENSPANT00000034541,,mitochondrial ribosomal protein S15 [Source:NCBI gene (formerly Entrezgene);Acc:101011825],MRPS15,ENSG00000116898
ENSPANG00000009514,ENSPANT00000032872,,"seryl-tRNA synthetase 2, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:100999198]",AC011455.2,ENSG00000269547
ENSPANG00000009514,ENSPANT00000032872,,"seryl-tRNA synthetase 2, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:100999198]",SARS2,ENSG00000104835
ENSPANG00000009514,ENSPANT00000039257,,"seryl-tRNA synthetase 2, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:100999198]",AC011455.2,ENSG00000269547
ENSPANG00000009514,ENSPANT00000039257,,"seryl-tRNA synthetase 2, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:100999198]",SARS2,ENSG00000104835
ENSPANG00000009514,ENSPANT00000012079,,"seryl-tRNA synthetase 2, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:100999198]",AC011455.2,ENSG00000269547
ENSPANG00000009514,ENSPANT00000012079,,"seryl-tRNA synthetase 2, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:100999198]",SARS2,ENSG00000104835
ENSPANG00000009561,ENSPANT00000034126,NACA,nascent polypeptide associated complex subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101018001],NACA,ENSG00000196531
ENSPANG00000009561,ENSPANT00000024520,NACA,nascent polypeptide associated complex subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101018001],NACA,ENSG00000196531
ENSPANG00000009561,ENSPANT00000056712,NACA,nascent polypeptide associated complex subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101018001],NACA,ENSG00000196531
ENSPANG00000009561,ENSPANT00000055105,NACA,nascent polypeptide associated complex subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101018001],NACA,ENSG00000196531
ENSPANG00000009633,ENSPANT00000020235,,,,
ENSPANG00000009700,ENSPANT00000038556,VPS28,VPS28 subunit of ESCRT-I [Source:NCBI gene (formerly Entrezgene);Acc:101021403],VPS28,ENSG00000160948
ENSPANG00000009700,ENSPANT00000009909,VPS28,VPS28 subunit of ESCRT-I [Source:NCBI gene (formerly Entrezgene);Acc:101021403],VPS28,ENSG00000160948
ENSPANG00000009700,ENSPANT00000055113,VPS28,VPS28 subunit of ESCRT-I [Source:NCBI gene (formerly Entrezgene);Acc:101021403],VPS28,ENSG00000160948
ENSPANG00000009940,ENSPANT00000028204,ITCH,itchy E3 ubiquitin protein ligase [Source:NCBI gene (formerly Entrezgene);Acc:101020727],ITCH,ENSG00000078747
ENSPANG00000009940,ENSPANT00000042837,ITCH,itchy E3 ubiquitin protein ligase [Source:NCBI gene (formerly Entrezgene);Acc:101020727],ITCH,ENSG00000078747
ENSPANG00000009940,ENSPANT00000058515,ITCH,itchy E3 ubiquitin protein ligase [Source:NCBI gene (formerly Entrezgene);Acc:101020727],ITCH,ENSG00000078747
ENSPANG00000009961,ENSPANT00000057249,CCDC130,coiled-coil domain containing 130 [Source:NCBI gene (formerly Entrezgene);Acc:101022551],CCDC130,ENSG00000104957
ENSPANG00000009961,ENSPANT00000001174,CCDC130,coiled-coil domain containing 130 [Source:NCBI gene (formerly Entrezgene);Acc:101022551],CCDC130,ENSG00000104957
ENSPANG00000010159,ENSPANT00000012184,,"transcription factor A, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:101015737]",TFAM,ENSG00000108064
ENSPANG00000010195,ENSPANT00000007897,,,,
ENSPANG00000010235,ENSPANT00000024099,,60S ribosomal protein L11-like [Source:NCBI gene (formerly Entrezgene);Acc:101022654],RPL11,ENSG00000142676
ENSPANG00000010243,ENSPANT00000008657,,,,
ENSPANG00000010371,ENSPANT00000010059,,,,
ENSPANG00000010454,ENSPANT00000041253,RNGTT,RNA guanylyltransferase and 5'-phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:101001398],RNGTT,ENSG00000111880
ENSPANG00000010454,ENSPANT00000019077,RNGTT,RNA guanylyltransferase and 5'-phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:101001398],RNGTT,ENSG00000111880
ENSPANG00000010459,ENSPANT00000058891,ABCC1,ATP binding cassette subfamily C member 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003381],ABCC1,ENSG00000103222
ENSPANG00000010459,ENSPANT00000024432,ABCC1,ATP binding cassette subfamily C member 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003381],ABCC1,ENSG00000103222
ENSPANG00000010459,ENSPANT00000032369,ABCC1,ATP binding cassette subfamily C member 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003381],ABCC1,ENSG00000103222
ENSPANG00000010564,ENSPANT00000048597,,,DRC1,ENSG00000157856
ENSPANG00000010564,ENSPANT00000026548,,,DRC1,ENSG00000157856
ENSPANG00000010565,ENSPANT00000006309,,,PRR13,ENSG00000205352
ENSPANG00000010686,ENSPANT00000043424,,myosin light chain 6 [Source:NCBI gene (formerly Entrezgene);Acc:101000065],,
ENSPANG00000010686,ENSPANT00000018705,,myosin light chain 6 [Source:NCBI gene (formerly Entrezgene);Acc:101000065],,
ENSPANG00000010686,ENSPANT00000009527,,myosin light chain 6 [Source:NCBI gene (formerly Entrezgene);Acc:101000065],,
ENSPANG00000010686,ENSPANT00000039938,,myosin light chain 6 [Source:NCBI gene (formerly Entrezgene);Acc:101000065],,
ENSPANG00000010732,ENSPANT00000029267,,peroxiredoxin 2 [Source:NCBI gene (formerly Entrezgene);Acc:101005135],PRDX2,ENSG00000167815
ENSPANG00000010732,ENSPANT00000055876,,peroxiredoxin 2 [Source:NCBI gene (formerly Entrezgene);Acc:101005135],PRDX2,ENSG00000167815
ENSPANG00000010732,ENSPANT00000042981,,peroxiredoxin 2 [Source:NCBI gene (formerly Entrezgene);Acc:101005135],PRDX2,ENSG00000167815
ENSPANG00000010804,ENSPANT00000013951,,cell division cycle 7 [Source:NCBI gene (formerly Entrezgene);Acc:100999141],CDC7,ENSG00000097046
ENSPANG00000010908,ENSPANT00000022232,,"terminal uridylyl transferase 1, U6 snRNA-specific [Source:NCBI gene (formerly Entrezgene);Acc:101015530]",AP002990.1,ENSG00000255508
ENSPANG00000010908,ENSPANT00000022232,,"terminal uridylyl transferase 1, U6 snRNA-specific [Source:NCBI gene (formerly Entrezgene);Acc:101015530]",TUT1,ENSG00000149016
ENSPANG00000010948,ENSPANT00000040744,UTP14A,UTP14A small subunit processome component [Source:NCBI gene (formerly Entrezgene);Acc:101008632],UTP14A,ENSG00000156697
ENSPANG00000010948,ENSPANT00000041493,UTP14A,UTP14A small subunit processome component [Source:NCBI gene (formerly Entrezgene);Acc:101008632],UTP14A,ENSG00000156697
ENSPANG00000010948,ENSPANT00000016899,UTP14A,UTP14A small subunit processome component [Source:NCBI gene (formerly Entrezgene);Acc:101008632],UTP14A,ENSG00000156697
ENSPANG00000011063,ENSPANT00000006296,,LTV1 ribosome biogenesis factor [Source:NCBI gene (formerly Entrezgene);Acc:101013057],AL049844.3,ENSG00000280148
ENSPANG00000011063,ENSPANT00000006296,,LTV1 ribosome biogenesis factor [Source:NCBI gene (formerly Entrezgene);Acc:101013057],LTV1,ENSG00000135521
ENSPANG00000011063,ENSPANT00000044325,,LTV1 ribosome biogenesis factor [Source:NCBI gene (formerly Entrezgene);Acc:101013057],AL049844.3,ENSG00000280148
ENSPANG00000011063,ENSPANT00000044325,,LTV1 ribosome biogenesis factor [Source:NCBI gene (formerly Entrezgene);Acc:101013057],LTV1,ENSG00000135521
ENSPANG00000011063,ENSPANT00000043915,,LTV1 ribosome biogenesis factor [Source:NCBI gene (formerly Entrezgene);Acc:101013057],AL049844.3,ENSG00000280148
ENSPANG00000011063,ENSPANT00000043915,,LTV1 ribosome biogenesis factor [Source:NCBI gene (formerly Entrezgene);Acc:101013057],LTV1,ENSG00000135521
ENSPANG00000011063,ENSPANT00000045400,,LTV1 ribosome biogenesis factor [Source:NCBI gene (formerly Entrezgene);Acc:101013057],AL049844.3,ENSG00000280148
ENSPANG00000011063,ENSPANT00000045400,,LTV1 ribosome biogenesis factor [Source:NCBI gene (formerly Entrezgene);Acc:101013057],LTV1,ENSG00000135521
ENSPANG00000011204,ENSPANT00000017754,XIRP1,xin actin binding repeat containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:100997994],XIRP1,ENSG00000168334
ENSPANG00000011206,ENSPANT00000023432,CCNYL1,cyclin Y like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012417],CCNYL1,ENSG00000163249
ENSPANG00000011206,ENSPANT00000043538,CCNYL1,cyclin Y like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012417],CCNYL1,ENSG00000163249
ENSPANG00000011206,ENSPANT00000056950,CCNYL1,cyclin Y like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012417],CCNYL1,ENSG00000163249
ENSPANG00000011206,ENSPANT00000011666,CCNYL1,cyclin Y like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012417],CCNYL1,ENSG00000163249
ENSPANG00000011526,ENSPANT00000001161,,,,
ENSPANG00000011660,ENSPANT00000027592,RPS14,ribosomal protein S14 [Source:NCBI gene (formerly Entrezgene);Acc:101013804],RPS14,ENSG00000164587
ENSPANG00000011660,ENSPANT00000052589,RPS14,ribosomal protein S14 [Source:NCBI gene (formerly Entrezgene);Acc:101013804],RPS14,ENSG00000164587
ENSPANG00000011669,ENSPANT00000055208,OSCAR,osteoclast associated Ig-like receptor [Source:NCBI gene (formerly Entrezgene);Acc:100137562],OSCAR,ENSG00000170909
ENSPANG00000011669,ENSPANT00000042972,OSCAR,osteoclast associated Ig-like receptor [Source:NCBI gene (formerly Entrezgene);Acc:100137562],OSCAR,ENSG00000170909
ENSPANG00000011669,ENSPANT00000042591,OSCAR,osteoclast associated Ig-like receptor [Source:NCBI gene (formerly Entrezgene);Acc:100137562],OSCAR,ENSG00000170909
ENSPANG00000011669,ENSPANT00000021705,OSCAR,osteoclast associated Ig-like receptor [Source:NCBI gene (formerly Entrezgene);Acc:100137562],OSCAR,ENSG00000170909
ENSPANG00000011805,ENSPANT00000022725,,,PRDX2,ENSG00000167815
ENSPANG00000011889,ENSPANT00000032148,HSPA8,heat shock protein family A (Hsp70) member 8 [Source:NCBI gene (formerly Entrezgene);Acc:101024987],HSPA8,ENSG00000109971
ENSPANG00000011889,ENSPANT00000037532,HSPA8,heat shock protein family A (Hsp70) member 8 [Source:NCBI gene (formerly Entrezgene);Acc:101024987],HSPA8,ENSG00000109971
ENSPANG00000011889,ENSPANT00000042275,HSPA8,heat shock protein family A (Hsp70) member 8 [Source:NCBI gene (formerly Entrezgene);Acc:101024987],HSPA8,ENSG00000109971
ENSPANG00000011889,ENSPANT00000005240,HSPA8,heat shock protein family A (Hsp70) member 8 [Source:NCBI gene (formerly Entrezgene);Acc:101024987],HSPA8,ENSG00000109971
ENSPANG00000011889,ENSPANT00000041804,HSPA8,heat shock protein family A (Hsp70) member 8 [Source:NCBI gene (formerly Entrezgene);Acc:101024987],HSPA8,ENSG00000109971
ENSPANG00000011889,ENSPANT00000033480,HSPA8,heat shock protein family A (Hsp70) member 8 [Source:NCBI gene (formerly Entrezgene);Acc:101024987],HSPA8,ENSG00000109971
ENSPANG00000012018,ENSPANT00000047199,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000015479
ENSPANG00000012018,ENSPANT00000047199,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000280987
ENSPANG00000012018,ENSPANT00000055361,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000015479
ENSPANG00000012018,ENSPANT00000055361,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000280987
ENSPANG00000012018,ENSPANT00000055616,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000015479
ENSPANG00000012018,ENSPANT00000055616,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000280987
ENSPANG00000012018,ENSPANT00000033438,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000015479
ENSPANG00000012018,ENSPANT00000033438,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000280987
ENSPANG00000012018,ENSPANT00000011739,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000015479
ENSPANG00000012018,ENSPANT00000011739,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000280987
ENSPANG00000012018,ENSPANT00000037508,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000015479
ENSPANG00000012018,ENSPANT00000037508,,matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022562],MATR3,ENSG00000280987
ENSPANG00000012031,ENSPANT00000005421,,"RAB4B, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene);Acc:100998609]",RAB4B,ENSG00000167578
ENSPANG00000012031,ENSPANT00000005421,,"RAB4B, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene);Acc:100998609]",RAB4B-EGLN2,ENSG00000171570
ENSPANG00000012031,ENSPANT00000041092,,"RAB4B, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene);Acc:100998609]",RAB4B,ENSG00000167578
ENSPANG00000012031,ENSPANT00000041092,,"RAB4B, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene);Acc:100998609]",RAB4B-EGLN2,ENSG00000171570
ENSPANG00000012170,ENSPANT00000000597,,,,
ENSPANG00000012291,ENSPANT00000035423,,histone H3.3 [Source:NCBI gene (formerly Entrezgene);Acc:101010649],,
ENSPANG00000012291,ENSPANT00000014172,,histone H3.3 [Source:NCBI gene (formerly Entrezgene);Acc:101010649],,
ENSPANG00000012299,ENSPANT00000040927,AP2M1,adaptor related protein complex 2 subunit mu 1 [Source:NCBI gene (formerly Entrezgene);Acc:101008695],AP2M1,ENSG00000161203
ENSPANG00000012299,ENSPANT00000017082,AP2M1,adaptor related protein complex 2 subunit mu 1 [Source:NCBI gene (formerly Entrezgene);Acc:101008695],AP2M1,ENSG00000161203
ENSPANG00000012505,ENSPANT00000006008,TFPT,TCF3 fusion partner [Source:NCBI gene (formerly Entrezgene);Acc:100137335],TFPT,ENSG00000105619
ENSPANG00000012506,ENSPANT00000039185,STK26,serine/threonine kinase 26 [Source:NCBI gene (formerly Entrezgene);Acc:101013092],STK26,ENSG00000134602
ENSPANG00000012506,ENSPANT00000056438,STK26,serine/threonine kinase 26 [Source:NCBI gene (formerly Entrezgene);Acc:101013092],STK26,ENSG00000134602
ENSPANG00000012506,ENSPANT00000043179,STK26,serine/threonine kinase 26 [Source:NCBI gene (formerly Entrezgene);Acc:101013092],STK26,ENSG00000134602
ENSPANG00000012506,ENSPANT00000044713,STK26,serine/threonine kinase 26 [Source:NCBI gene (formerly Entrezgene);Acc:101013092],STK26,ENSG00000134602
ENSPANG00000012506,ENSPANT00000037159,STK26,serine/threonine kinase 26 [Source:NCBI gene (formerly Entrezgene);Acc:101013092],STK26,ENSG00000134602
ENSPANG00000012506,ENSPANT00000005343,STK26,serine/threonine kinase 26 [Source:NCBI gene (formerly Entrezgene);Acc:101013092],STK26,ENSG00000134602
ENSPANG00000012512,ENSPANT00000003147,RPS11,ribosomal protein S11 [Source:NCBI gene (formerly Entrezgene);Acc:101008260],RPS11,ENSG00000142534
ENSPANG00000012757,ENSPANT00000011190,,,PPP1R2B,ENSG00000231989
ENSPANG00000012757,ENSPANT00000011190,,,PPP1R2,ENSG00000184203
ENSPANG00000012757,ENSPANT00000054599,,,PPP1R2B,ENSG00000231989
ENSPANG00000012757,ENSPANT00000054599,,,PPP1R2,ENSG00000184203
ENSPANG00000012948,ENSPANT00000003278,GSK3A,glycogen synthase kinase 3 alpha [Source:NCBI gene (formerly Entrezgene);Acc:101019032],GSK3A,ENSG00000105723
ENSPANG00000012955,ENSPANT00000002884,,,,
ENSPANG00000012982,ENSPANT00000006708,KANK4,KN motif and ankyrin repeat domains 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026607],KANK4,ENSG00000132854
ENSPANG00000012982,ENSPANT00000057483,KANK4,KN motif and ankyrin repeat domains 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026607],KANK4,ENSG00000132854
ENSPANG00000013109,ENSPANT00000053842,SSC5D,scavenger receptor cysteine rich family member with 5 domains [Source:NCBI gene (formerly Entrezgene);Acc:101023970],SSC5D,ENSG00000179954
ENSPANG00000013109,ENSPANT00000013531,SSC5D,scavenger receptor cysteine rich family member with 5 domains [Source:NCBI gene (formerly Entrezgene);Acc:101023970],SSC5D,ENSG00000179954
ENSPANG00000013446,ENSPANT00000012432,,zinc finger protein 343 [Source:NCBI gene (formerly Entrezgene);Acc:101019074],AL049650.1,ENSG00000256566
ENSPANG00000013446,ENSPANT00000012432,,zinc finger protein 343 [Source:NCBI gene (formerly Entrezgene);Acc:101019074],ZNF343,ENSG00000088876
ENSPANG00000013446,ENSPANT00000042635,,zinc finger protein 343 [Source:NCBI gene (formerly Entrezgene);Acc:101019074],AL049650.1,ENSG00000256566
ENSPANG00000013446,ENSPANT00000042635,,zinc finger protein 343 [Source:NCBI gene (formerly Entrezgene);Acc:101019074],ZNF343,ENSG00000088876
ENSPANG00000013446,ENSPANT00000051679,,zinc finger protein 343 [Source:NCBI gene (formerly Entrezgene);Acc:101019074],AL049650.1,ENSG00000256566
ENSPANG00000013446,ENSPANT00000051679,,zinc finger protein 343 [Source:NCBI gene (formerly Entrezgene);Acc:101019074],ZNF343,ENSG00000088876
ENSPANG00000013566,ENSPANT00000003137,,,,
ENSPANG00000014044,ENSPANT00000051697,,general transcription factor IIH subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013583],GTF2H2,ENSG00000145736
ENSPANG00000014044,ENSPANT00000051697,,general transcription factor IIH subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013583],GTF2H2C,ENSG00000183474
ENSPANG00000014044,ENSPANT00000033876,,general transcription factor IIH subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013583],GTF2H2,ENSG00000145736
ENSPANG00000014044,ENSPANT00000033876,,general transcription factor IIH subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013583],GTF2H2C,ENSG00000183474
ENSPANG00000014044,ENSPANT00000003956,,general transcription factor IIH subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013583],GTF2H2,ENSG00000145736
ENSPANG00000014044,ENSPANT00000003956,,general transcription factor IIH subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013583],GTF2H2C,ENSG00000183474
ENSPANG00000014044,ENSPANT00000033049,,general transcription factor IIH subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013583],GTF2H2,ENSG00000145736
ENSPANG00000014044,ENSPANT00000033049,,general transcription factor IIH subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013583],GTF2H2C,ENSG00000183474
ENSPANG00000014340,ENSPANT00000028360,PKNOX2,PBX/knotted 1 homeobox 2 [Source:NCBI gene (formerly Entrezgene);Acc:101015781],PKNOX2,ENSG00000165495
ENSPANG00000014392,ENSPANT00000026808,RPS5,ribosomal protein S5 [Source:NCBI gene (formerly Entrezgene);Acc:101013933],RPS5,ENSG00000083845
ENSPANG00000014392,ENSPANT00000036467,RPS5,ribosomal protein S5 [Source:NCBI gene (formerly Entrezgene);Acc:101013933],RPS5,ENSG00000083845
ENSPANG00000014392,ENSPANT00000046316,RPS5,ribosomal protein S5 [Source:NCBI gene (formerly Entrezgene);Acc:101013933],RPS5,ENSG00000083845
ENSPANG00000014398,ENSPANT00000048576,SUGP1,SURP and G-patch domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:101000368],SUGP1,ENSG00000105705
ENSPANG00000014398,ENSPANT00000020645,SUGP1,SURP and G-patch domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:101000368],SUGP1,ENSG00000105705
ENSPANG00000014428,ENSPANT00000028303,FABP6,fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561],FABP6,ENSG00000170231
ENSPANG00000014428,ENSPANT00000040621,FABP6,fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561],FABP6,ENSG00000170231
ENSPANG00000014561,ENSPANT00000038574,SYNGAP1,synaptic Ras GTPase activating protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100999790],SYNGAP1,ENSG00000197283
ENSPANG00000014561,ENSPANT00000056014,SYNGAP1,synaptic Ras GTPase activating protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100999790],SYNGAP1,ENSG00000197283
ENSPANG00000014561,ENSPANT00000056678,SYNGAP1,synaptic Ras GTPase activating protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100999790],SYNGAP1,ENSG00000197283
ENSPANG00000014561,ENSPANT00000012395,SYNGAP1,synaptic Ras GTPase activating protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100999790],SYNGAP1,ENSG00000197283
ENSPANG00000014564,ENSPANT00000015962,,tenascin XB [Source:NCBI gene (formerly Entrezgene);Acc:101010449],,
ENSPANG00000014564,ENSPANT00000031269,,tenascin XB [Source:NCBI gene (formerly Entrezgene);Acc:101010449],,
ENSPANG00000014564,ENSPANT00000039458,,tenascin XB [Source:NCBI gene (formerly Entrezgene);Acc:101010449],,
ENSPANG00000014564,ENSPANT00000053431,,tenascin XB [Source:NCBI gene (formerly Entrezgene);Acc:101010449],,
ENSPANG00000014735,ENSPANT00000050335,SP110,SP110 nuclear body protein [Source:NCBI gene (formerly Entrezgene);Acc:101011012],SP110,ENSG00000135899
ENSPANG00000014735,ENSPANT00000018877,SP110,SP110 nuclear body protein [Source:NCBI gene (formerly Entrezgene);Acc:101011012],SP110,ENSG00000135899
ENSPANG00000014876,ENSPANT00000043083,SLC10A3,solute carrier family 10 member 3 [Source:NCBI gene (formerly Entrezgene);Acc:100137268],SLC10A3,ENSG00000126903
ENSPANG00000014876,ENSPANT00000025540,SLC10A3,solute carrier family 10 member 3 [Source:NCBI gene (formerly Entrezgene);Acc:100137268],SLC10A3,ENSG00000126903
ENSPANG00000014920,ENSPANT00000019116,,retrotransposon Gag-like protein 8C [Source:NCBI gene (formerly Entrezgene);Acc:100997109],,
ENSPANG00000015039,ENSPANT00000016536,DUS3L,dihydrouridine synthase 3 like [Source:NCBI gene (formerly Entrezgene);Acc:101022796],DUS3L,ENSG00000141994
ENSPANG00000015039,ENSPANT00000046137,DUS3L,dihydrouridine synthase 3 like [Source:NCBI gene (formerly Entrezgene);Acc:101022796],DUS3L,ENSG00000141994
ENSPANG00000015139,ENSPANT00000037865,NUP153,nucleoporin 153 [Source:NCBI gene (formerly Entrezgene);Acc:101016031],NUP153,ENSG00000124789
ENSPANG00000015139,ENSPANT00000000093,NUP153,nucleoporin 153 [Source:NCBI gene (formerly Entrezgene);Acc:101016031],NUP153,ENSG00000124789
ENSPANG00000015139,ENSPANT00000053113,NUP153,nucleoporin 153 [Source:NCBI gene (formerly Entrezgene);Acc:101016031],NUP153,ENSG00000124789
ENSPANG00000015139,ENSPANT00000045191,NUP153,nucleoporin 153 [Source:NCBI gene (formerly Entrezgene);Acc:101016031],NUP153,ENSG00000124789
ENSPANG00000015144,ENSPANT00000049805,ANKRD54,ankyrin repeat domain 54 [Source:NCBI gene (formerly Entrezgene);Acc:101024719],ANKRD54,ENSG00000100124
