Gene stable ID,Transcript stable ID,Gene name,Gene description,Human gene name,Human gene stable ID
ENSPANG00000025484,ENSPANT00000026719,DUSP3,dual specificity phosphatase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101012797],DUSP3,ENSG00000108861
ENSPANG00000022798,ENSPANT00000034100,MEMO1,mediator of cell motility 1 [Source:NCBI gene (formerly Entrezgene);Acc:101026255],MEMO1,ENSG00000162959
ENSPANG00000019618,ENSPANT00000023880,FNDC4,fibronectin type III domain containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:101012771],FNDC4,ENSG00000115226
ENSPANG00000019618,ENSPANT00000050934,FNDC4,fibronectin type III domain containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:101012771],FNDC4,ENSG00000115226
ENSPANG00000024529,ENSPANT00000011304,PPP2R2A,serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform [Source:NCBI gene (formerly Entrezgene);Acc:101017040],PPP2R2A,ENSG00000221914
ENSPANG00000024529,ENSPANT00000045441,PPP2R2A,serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform [Source:NCBI gene (formerly Entrezgene);Acc:101017040],PPP2R2A,ENSG00000221914
ENSPANG00000024529,ENSPANT00000033116,PPP2R2A,serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform [Source:NCBI gene (formerly Entrezgene);Acc:101017040],PPP2R2A,ENSG00000221914
ENSPANG00000024529,ENSPANT00000052961,PPP2R2A,serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform [Source:NCBI gene (formerly Entrezgene);Acc:101017040],PPP2R2A,ENSG00000221914
ENSPANG00000024034,ENSPANT00000025116,MRPS10,guanylate cyclase activator 1B [Source:NCBI gene (formerly Entrezgene);Acc:101013316],MRPS10,ENSG00000048544
ENSPANG00000024034,ENSPANT00000057512,MRPS10,guanylate cyclase activator 1B [Source:NCBI gene (formerly Entrezgene);Acc:101013316],MRPS10,ENSG00000048544
ENSPANG00000024034,ENSPANT00000019921,MRPS10,guanylate cyclase activator 1B [Source:NCBI gene (formerly Entrezgene);Acc:101013316],MRPS10,ENSG00000048544
ENSPANG00000020959,ENSPANT00000012232,PDCD11,programmed cell death 11 [Source:NCBI gene (formerly Entrezgene);Acc:101004119],PDCD11,ENSG00000148843
ENSPANG00000004284,ENSPANT00000009191,ZNF148,zinc finger protein 148 [Source:NCBI gene (formerly Entrezgene);Acc:101022391],ZNF148,ENSG00000163848
ENSPANG00000004284,ENSPANT00000005036,ZNF148,zinc finger protein 148 [Source:NCBI gene (formerly Entrezgene);Acc:101022391],ZNF148,ENSG00000163848
ENSPANG00000004284,ENSPANT00000042454,ZNF148,zinc finger protein 148 [Source:NCBI gene (formerly Entrezgene);Acc:101022391],ZNF148,ENSG00000163848
ENSPANG00000014384,ENSPANT00000022214,ANKH,ANKH inorganic pyrophosphate transport regulator [Source:NCBI gene (formerly Entrezgene);Acc:101021740],ANKH,ENSG00000154122
ENSPANG00000005239,ENSPANT00000026949,IDH1,isocitrate dehydrogenase (NADP(+)) 1 [Source:NCBI gene (formerly Entrezgene);Acc:101018737],IDH1,ENSG00000138413
ENSPANG00000024229,ENSPANT00000048585,C11orf1,chromosome 12 C11orf1 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101005909],C11orf1,ENSG00000137720
ENSPANG00000024229,ENSPANT00000050063,C11orf1,chromosome 12 C11orf1 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101005909],C11orf1,ENSG00000137720
ENSPANG00000024229,ENSPANT00000004143,C11orf1,chromosome 12 C11orf1 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101005909],C11orf1,ENSG00000137720
ENSPANG00000024285,ENSPANT00000019810,MLEC,malectin [Source:NCBI gene (formerly Entrezgene);Acc:101012530],MLEC,ENSG00000110917
ENSPANG00000024285,ENSPANT00000010635,MLEC,malectin [Source:NCBI gene (formerly Entrezgene);Acc:101012530],MLEC,ENSG00000110917
ENSPANG00000004191,ENSPANT00000029186,ADGRA2,adhesion G protein-coupled receptor A2 [Source:NCBI gene (formerly Entrezgene);Acc:100998179],ADGRA2,ENSG00000020181
ENSPANG00000004191,ENSPANT00000040167,ADGRA2,adhesion G protein-coupled receptor A2 [Source:NCBI gene (formerly Entrezgene);Acc:100998179],ADGRA2,ENSG00000020181
ENSPANG00000007445,ENSPANT00000037533,MTERF1,mitochondrial transcription termination factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101021829],MTERF1,ENSG00000127989
ENSPANG00000007445,ENSPANT00000005654,MTERF1,mitochondrial transcription termination factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101021829],MTERF1,ENSG00000127989
ENSPANG00000007445,ENSPANT00000006289,MTERF1,mitochondrial transcription termination factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101021829],MTERF1,ENSG00000127989
ENSPANG00000032091,ENSPANT00000051224,DERL3,derlin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101019760],DERL3,ENSG00000099958
ENSPANG00000013450,ENSPANT00000008389,ZCCHC3,zinc finger CCHC-type containing 3 [Source:NCBI gene (formerly Entrezgene);Acc:100999352],ZCCHC3,ENSG00000247315
ENSPANG00000026163,ENSPANT00000028697,MAMDC4,14 kDa phosphohistidine phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:101017324],MAMDC4,ENSG00000177943
ENSPANG00000026163,ENSPANT00000058653,MAMDC4,14 kDa phosphohistidine phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:101017324],MAMDC4,ENSG00000177943
ENSPANG00000004634,ENSPANT00000005510,CENPI,centromere protein I [Source:NCBI gene (formerly Entrezgene);Acc:101002367],CENPI,ENSG00000102384
ENSPANG00000004634,ENSPANT00000036023,CENPI,centromere protein I [Source:NCBI gene (formerly Entrezgene);Acc:101002367],CENPI,ENSG00000102384
ENSPANG00000006957,ENSPANT00000002954,TIGD3,tigger transposable element derived 3 [Source:NCBI gene (formerly Entrezgene);Acc:101023579],TIGD3,ENSG00000173825
ENSPANG00000010181,ENSPANT00000035031,CETN3,centrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021374],CETN3,ENSG00000153140
ENSPANG00000010181,ENSPANT00000014849,CETN3,centrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021374],CETN3,ENSG00000153140
ENSPANG00000010181,ENSPANT00000051828,CETN3,centrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:101021374],CETN3,ENSG00000153140
ENSPANG00000020139,ENSPANT00000022395,RECQL5,RecQ like helicase 5 [Source:NCBI gene (formerly Entrezgene);Acc:101005580],RECQL5,ENSG00000108469
ENSPANG00000020139,ENSPANT00000039430,RECQL5,RecQ like helicase 5 [Source:NCBI gene (formerly Entrezgene);Acc:101005580],RECQL5,ENSG00000108469
ENSPANG00000020139,ENSPANT00000045229,RECQL5,RecQ like helicase 5 [Source:NCBI gene (formerly Entrezgene);Acc:101005580],RECQL5,ENSG00000108469
ENSPANG00000024610,ENSPANT00000024336,GEMIN4,gem nuclear organelle associated protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:101005688],GEMIN4,ENSG00000179409
ENSPANG00000024610,ENSPANT00000048270,GEMIN4,gem nuclear organelle associated protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:101005688],GEMIN4,ENSG00000179409
ENSPANG00000024610,ENSPANT00000040938,GEMIN4,gem nuclear organelle associated protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:101005688],GEMIN4,ENSG00000179409
ENSPANG00000008735,ENSPANT00000009935,SLC25A44,solute carrier family 25 member 44 [Source:NCBI gene (formerly Entrezgene);Acc:101000436],SLC25A44,ENSG00000160785
ENSPANG00000011454,ENSPANT00000025776,TMEM79,transmembrane protein 79 [Source:NCBI gene (formerly Entrezgene);Acc:101001696],TMEM79,ENSG00000163472
ENSPANG00000013111,ENSPANT00000009511,BRMS1,BRMS1 transcriptional repressor and anoikis regulator [Source:NCBI gene (formerly Entrezgene);Acc:100999880],BRMS1,ENSG00000174744
ENSPANG00000013111,ENSPANT00000056881,BRMS1,BRMS1 transcriptional repressor and anoikis regulator [Source:NCBI gene (formerly Entrezgene);Acc:100999880],BRMS1,ENSG00000174744
ENSPANG00000025931,ENSPANT00000028194,KYAT1,kynurenine aminotransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100137446],AL441992.2,ENSG00000286112
ENSPANG00000025931,ENSPANT00000038235,KYAT1,kynurenine aminotransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100137446],AL441992.2,ENSG00000286112
ENSPANG00000025931,ENSPANT00000028194,KYAT1,kynurenine aminotransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100137446],KYAT1,ENSG00000171097
ENSPANG00000025931,ENSPANT00000038235,KYAT1,kynurenine aminotransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100137446],KYAT1,ENSG00000171097
ENSPANG00000018933,ENSPANT00000000180,UPP1,uridine phosphorylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101020167],UPP1,ENSG00000183696
ENSPANG00000018933,ENSPANT00000045587,UPP1,uridine phosphorylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101020167],UPP1,ENSG00000183696
ENSPANG00000006500,ENSPANT00000017418,CDC34,ubiquitin-conjugating enzyme E2 R1 [Source:NCBI gene (formerly Entrezgene);Acc:101009846],CDC34,ENSG00000099804
ENSPANG00000006500,ENSPANT00000058134,CDC34,ubiquitin-conjugating enzyme E2 R1 [Source:NCBI gene (formerly Entrezgene);Acc:101009846],CDC34,ENSG00000099804
ENSPANG00000000387,ENSPANT00000006243,TPRA1,transmembrane protein adipocyte associated 1 [Source:NCBI gene (formerly Entrezgene);Acc:101004590],TPRA1,ENSG00000163870
ENSPANG00000010691,ENSPANT00000006151,C1orf131,chromosome 1 C1orf131 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101007975],C1orf131,ENSG00000143633
ENSPANG00000022128,ENSPANT00000002756,AATF,apoptosis antagonizing transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:101008933],AATF,ENSG00000275700
ENSPANG00000000442,ENSPANT00000016587,HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:NCBI gene (formerly Entrezgene);Acc:101000592],HSP90AB1,ENSG00000096384
ENSPANG00000024771,ENSPANT00000040611,CARD11,caspase recruitment domain family member 11 [Source:NCBI gene (formerly Entrezgene);Acc:101016993],CARD11,ENSG00000198286
ENSPANG00000024771,ENSPANT00000006306,CARD11,caspase recruitment domain family member 11 [Source:NCBI gene (formerly Entrezgene);Acc:101016993],CARD11,ENSG00000198286
ENSPANG00000022115,ENSPANT00000026972,ARMC12,armadillo repeat containing 12 [Source:NCBI gene (formerly Entrezgene);Acc:101020897],ARMC12,ENSG00000157343
ENSPANG00000025784,ENSPANT00000027607,AKNA,AT-hook transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:101017564],AKNA,ENSG00000106948
ENSPANG00000025784,ENSPANT00000027608,AKNA,AT-hook transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:101017564],AKNA,ENSG00000106948
ENSPANG00000024225,ENSPANT00000027771,MCM3AP,minichromosome maintenance complex component 3 associated protein [Source:NCBI gene (formerly Entrezgene);Acc:101005336],MCM3AP,ENSG00000160294
ENSPANG00000010647,ENSPANT00000015125,MMAA,metabolism of cobalamin associated A [Source:NCBI gene (formerly Entrezgene);Acc:101019276],MMAA,ENSG00000151611
ENSPANG00000004753,ENSPANT00000013255,LRRC40,leucine-rich repeat-containing protein 40 [Source:NCBI gene (formerly Entrezgene);Acc:101021668],LRRC40,ENSG00000066557
ENSPANG00000032617,ENSPANT00000041912,ZNF408,zinc finger protein 408 [Source:NCBI gene (formerly Entrezgene);Acc:101004042],ZNF408,ENSG00000175213
ENSPANG00000026041,ENSPANT00000028497,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:NCBI gene (formerly Entrezgene);Acc:101018650],ADAMTS13,ENSG00000160323
ENSPANG00000026041,ENSPANT00000045036,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:NCBI gene (formerly Entrezgene);Acc:101018650],ADAMTS13,ENSG00000160323
ENSPANG00000026041,ENSPANT00000032233,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:NCBI gene (formerly Entrezgene);Acc:101018650],ADAMTS13,ENSG00000160323
ENSPANG00000026041,ENSPANT00000034157,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:NCBI gene (formerly Entrezgene);Acc:101018650],ADAMTS13,ENSG00000160323
ENSPANG00000007515,ENSPANT00000011371,SLC24A4,solute carrier family 24 member 4 [Source:NCBI gene (formerly Entrezgene);Acc:101020718],SLC24A4,ENSG00000140090
ENSPANG00000007515,ENSPANT00000040820,SLC24A4,solute carrier family 24 member 4 [Source:NCBI gene (formerly Entrezgene);Acc:101020718],SLC24A4,ENSG00000140090
ENSPANG00000013064,ENSPANT00000014688,MOB2,MOB kinase activator 2 [Source:NCBI gene (formerly Entrezgene);Acc:101021688],MOB2,ENSG00000182208
ENSPANG00000005672,ENSPANT00000014494,METTL8,methyltransferase like 8 [Source:NCBI gene (formerly Entrezgene);Acc:101018972],METTL8,ENSG00000123600
ENSPANG00000005672,ENSPANT00000040692,METTL8,methyltransferase like 8 [Source:NCBI gene (formerly Entrezgene);Acc:101018972],METTL8,ENSG00000123600
ENSPANG00000008665,ENSPANT00000012673,THOC1,THO complex 1 [Source:NCBI gene (formerly Entrezgene);Acc:101026300],THOC1,ENSG00000079134
ENSPANG00000008665,ENSPANT00000055134,THOC1,THO complex 1 [Source:NCBI gene (formerly Entrezgene);Acc:101026300],THOC1,ENSG00000079134
ENSPANG00000009400,ENSPANT00000023673,CYP39A1,cytochrome P450 family 39 subfamily A member 1 [Source:VGNC Symbol;Acc:VGNC:81882],CYP39A1,ENSG00000146233
ENSPANG00000009400,ENSPANT00000023674,CYP39A1,cytochrome P450 family 39 subfamily A member 1 [Source:VGNC Symbol;Acc:VGNC:81882],CYP39A1,ENSG00000146233
ENSPANG00000026255,ENSPANT00000009448,CRY1,cryptochrome circadian regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101001225],CRY1,ENSG00000008405
ENSPANG00000000344,ENSPANT00000004419,NUP37,nucleoporin 37 [Source:NCBI gene (formerly Entrezgene);Acc:101009566],NUP37,ENSG00000075188
ENSPANG00000023187,ENSPANT00000021255,ITGA8,integrin subunit alpha 8 [Source:NCBI gene (formerly Entrezgene);Acc:101006669],ITGA8,ENSG00000077943
ENSPANG00000023187,ENSPANT00000035713,ITGA8,integrin subunit alpha 8 [Source:NCBI gene (formerly Entrezgene);Acc:101006669],ITGA8,ENSG00000077943
ENSPANG00000023545,ENSPANT00000042601,IDI1,isopentenyl-diphosphate delta isomerase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015027],IDI1,ENSG00000067064
ENSPANG00000023545,ENSPANT00000022101,IDI1,isopentenyl-diphosphate delta isomerase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015027],IDI1,ENSG00000067064
ENSPANG00000007135,ENSPANT00000025289,KLHL2,kelch like family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013696],KLHL2,ENSG00000109466
ENSPANG00000007135,ENSPANT00000051279,KLHL2,kelch like family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013696],KLHL2,ENSG00000109466
ENSPANG00000007135,ENSPANT00000038119,KLHL2,kelch like family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013696],KLHL2,ENSG00000109466
ENSPANG00000007135,ENSPANT00000043332,KLHL2,kelch like family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013696],KLHL2,ENSG00000109466
ENSPANG00000009258,ENSPANT00000045749,MR1,major histocompatibility complex class I-related gene protein [Source:NCBI gene (formerly Entrezgene);Acc:101021550],MR1,ENSG00000153029
ENSPANG00000009258,ENSPANT00000004206,MR1,major histocompatibility complex class I-related gene protein [Source:NCBI gene (formerly Entrezgene);Acc:101021550],MR1,ENSG00000153029
ENSPANG00000009258,ENSPANT00000035207,MR1,major histocompatibility complex class I-related gene protein [Source:NCBI gene (formerly Entrezgene);Acc:101021550],MR1,ENSG00000153029
ENSPANG00000009258,ENSPANT00000040010,MR1,major histocompatibility complex class I-related gene protein [Source:NCBI gene (formerly Entrezgene);Acc:101021550],MR1,ENSG00000153029
ENSPANG00000010630,ENSPANT00000015405,VPS26B,"VPS26, retromer complex component B [Source:NCBI gene (formerly Entrezgene);Acc:101018648]",VPS26B,ENSG00000151502
ENSPANG00000010248,ENSPANT00000024259,RNMT,RNA guanine-7 methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:101005360],RNMT,ENSG00000101654
ENSPANG00000010248,ENSPANT00000018311,RNMT,RNA guanine-7 methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:101005360],RNMT,ENSG00000101654
ENSPANG00000022601,ENSPANT00000019135,COL1A1,collagen type I alpha 1 chain [Source:NCBI gene (formerly Entrezgene);Acc:101004530],COL1A1,ENSG00000108821
ENSPANG00000025520,ENSPANT00000002351,SMAD2,SMAD family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004882],SMAD2,ENSG00000175387
ENSPANG00000025520,ENSPANT00000031672,SMAD2,SMAD family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004882],SMAD2,ENSG00000175387
ENSPANG00000025520,ENSPANT00000046904,SMAD2,SMAD family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004882],SMAD2,ENSG00000175387
ENSPANG00000025520,ENSPANT00000050038,SMAD2,SMAD family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004882],SMAD2,ENSG00000175387
ENSPANG00000025520,ENSPANT00000035586,SMAD2,SMAD family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004882],SMAD2,ENSG00000175387
ENSPANG00000018110,ENSPANT00000045161,SERF2,small EDRK-rich factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:100137434],SERF2,ENSG00000140264
ENSPANG00000018110,ENSPANT00000003717,SERF2,small EDRK-rich factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:100137434],SERF2,ENSG00000140264
ENSPANG00000018110,ENSPANT00000048634,SERF2,small EDRK-rich factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:100137434],SERF2,ENSG00000140264
ENSPANG00000018110,ENSPANT00000032238,SERF2,small EDRK-rich factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:100137434],SERF2,ENSG00000140264
ENSPANG00000022207,ENSPANT00000023444,ASMTL,acetylserotonin O-methyltransferase like [Source:NCBI gene (formerly Entrezgene);Acc:101024698],ASMTL,ENSG00000169093
ENSPANG00000023797,ENSPANT00000037434,NDEL1,nudE neurodevelopment protein 1 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:100997658],NDEL1,ENSG00000166579
ENSPANG00000023797,ENSPANT00000048714,NDEL1,nudE neurodevelopment protein 1 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:100997658],NDEL1,ENSG00000166579
ENSPANG00000023797,ENSPANT00000022961,NDEL1,nudE neurodevelopment protein 1 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:100997658],NDEL1,ENSG00000166579
ENSPANG00000023797,ENSPANT00000050354,NDEL1,nudE neurodevelopment protein 1 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:100997658],NDEL1,ENSG00000166579
ENSPANG00000016348,ENSPANT00000049576,CCNK,cyclin K [Source:NCBI gene (formerly Entrezgene);Acc:101023987],CCNK,ENSG00000090061
ENSPANG00000016348,ENSPANT00000039075,CCNK,cyclin K [Source:NCBI gene (formerly Entrezgene);Acc:101023987],CCNK,ENSG00000090061
ENSPANG00000016348,ENSPANT00000008420,CCNK,cyclin K [Source:NCBI gene (formerly Entrezgene);Acc:101023987],CCNK,ENSG00000090061
ENSPANG00000016348,ENSPANT00000055904,CCNK,cyclin K [Source:NCBI gene (formerly Entrezgene);Acc:101023987],CCNK,ENSG00000090061
ENSPANG00000026223,ENSPANT00000026945,MOGAT1,monoacylglycerol O-acyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101021182],MOGAT1,ENSG00000124003
ENSPANG00000010984,ENSPANT00000047163,KDM2B,lysine demethylase 2B [Source:NCBI gene (formerly Entrezgene);Acc:101023070],KDM2B,ENSG00000089094
ENSPANG00000010984,ENSPANT00000014643,KDM2B,lysine demethylase 2B [Source:NCBI gene (formerly Entrezgene);Acc:101023070],KDM2B,ENSG00000089094
ENSPANG00000010984,ENSPANT00000046176,KDM2B,lysine demethylase 2B [Source:NCBI gene (formerly Entrezgene);Acc:101023070],KDM2B,ENSG00000089094
ENSPANG00000010984,ENSPANT00000034253,KDM2B,lysine demethylase 2B [Source:NCBI gene (formerly Entrezgene);Acc:101023070],KDM2B,ENSG00000089094
ENSPANG00000010984,ENSPANT00000035543,KDM2B,lysine demethylase 2B [Source:NCBI gene (formerly Entrezgene);Acc:101023070],KDM2B,ENSG00000089094
ENSPANG00000010984,ENSPANT00000053191,KDM2B,lysine demethylase 2B [Source:NCBI gene (formerly Entrezgene);Acc:101023070],KDM2B,ENSG00000089094
ENSPANG00000010984,ENSPANT00000059203,KDM2B,lysine demethylase 2B [Source:NCBI gene (formerly Entrezgene);Acc:101023070],KDM2B,ENSG00000089094
ENSPANG00000010984,ENSPANT00000045425,KDM2B,lysine demethylase 2B [Source:NCBI gene (formerly Entrezgene);Acc:101023070],KDM2B,ENSG00000089094
ENSPANG00000022126,ENSPANT00000002754,MRM1,mitochondrial rRNA methyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101008239],MRM1,ENSG00000278619
ENSPANG00000016253,ENSPANT00000021502,THUMPD3,THUMP domain containing 3 [Source:NCBI gene (formerly Entrezgene);Acc:101007262],THUMPD3,ENSG00000134077
ENSPANG00000021262,ENSPANT00000019178,MTF2,metal response element binding transcription factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101010413],MTF2,ENSG00000143033
ENSPANG00000021262,ENSPANT00000037671,MTF2,metal response element binding transcription factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101010413],MTF2,ENSG00000143033
ENSPANG00000021262,ENSPANT00000048643,MTF2,metal response element binding transcription factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101010413],MTF2,ENSG00000143033
ENSPANG00000021262,ENSPANT00000045552,MTF2,metal response element binding transcription factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101010413],MTF2,ENSG00000143033
ENSPANG00000012838,ENSPANT00000018676,IMMT,inner membrane mitochondrial protein [Source:NCBI gene (formerly Entrezgene);Acc:101026735],IMMT,ENSG00000132305
ENSPANG00000012838,ENSPANT00000033871,IMMT,inner membrane mitochondrial protein [Source:NCBI gene (formerly Entrezgene);Acc:101026735],IMMT,ENSG00000132305
ENSPANG00000012838,ENSPANT00000040503,IMMT,inner membrane mitochondrial protein [Source:NCBI gene (formerly Entrezgene);Acc:101026735],IMMT,ENSG00000132305
ENSPANG00000012838,ENSPANT00000041449,IMMT,inner membrane mitochondrial protein [Source:NCBI gene (formerly Entrezgene);Acc:101026735],IMMT,ENSG00000132305
ENSPANG00000018866,ENSPANT00000003161,THOP1,thimet oligopeptidase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016285],THOP1,ENSG00000172009
ENSPANG00000018866,ENSPANT00000051886,THOP1,thimet oligopeptidase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016285],THOP1,ENSG00000172009
ENSPANG00000018866,ENSPANT00000056688,THOP1,thimet oligopeptidase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016285],THOP1,ENSG00000172009
ENSPANG00000018908,ENSPANT00000009709,CHRAC1,chromatin accessibility complex subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:101022238],CHRAC1,ENSG00000104472
ENSPANG00000018908,ENSPANT00000036032,CHRAC1,chromatin accessibility complex subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:101022238],CHRAC1,ENSG00000104472
ENSPANG00000020549,ENSPANT00000007571,FES,"FES proto-oncogene, tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:101021157]",FES,ENSG00000182511
ENSPANG00000020549,ENSPANT00000037692,FES,"FES proto-oncogene, tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:101021157]",FES,ENSG00000182511
ENSPANG00000022283,ENSPANT00000050843,HSF5,heat shock transcription factor 5 [Source:NCBI gene (formerly Entrezgene);Acc:101014852],HSF5,ENSG00000176160
ENSPANG00000022283,ENSPANT00000002373,HSF5,heat shock transcription factor 5 [Source:NCBI gene (formerly Entrezgene);Acc:101014852],HSF5,ENSG00000176160
ENSPANG00000022840,ENSPANT00000045387,TRMT11,tRNA methyltransferase 11 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101020674],TRMT11,ENSG00000066651
ENSPANG00000022840,ENSPANT00000022378,TRMT11,tRNA methyltransferase 11 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101020674],TRMT11,ENSG00000066651
ENSPANG00000022840,ENSPANT00000054977,TRMT11,tRNA methyltransferase 11 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101020674],TRMT11,ENSG00000066651
ENSPANG00000011400,ENSPANT00000008828,SLC35E1,solute carrier family 35 member E1 [Source:NCBI gene (formerly Entrezgene);Acc:101019616],SLC35E1,ENSG00000127526
ENSPANG00000003101,ENSPANT00000027178,THAP12,THAP domain containing 12 [Source:NCBI gene (formerly Entrezgene);Acc:101006488],THAP12,ENSG00000137492
ENSPANG00000003101,ENSPANT00000034320,THAP12,THAP domain containing 12 [Source:NCBI gene (formerly Entrezgene);Acc:101006488],THAP12,ENSG00000137492
ENSPANG00000006874,ENSPANT00000019965,ARL4C,ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698],ARL4C,ENSG00000188042
ENSPANG00000009011,ENSPANT00000011006,DOK1,docking protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101022869],DOK1,ENSG00000115325
ENSPANG00000009011,ENSPANT00000050689,DOK1,docking protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101022869],DOK1,ENSG00000115325
ENSPANG00000023418,ENSPANT00000057994,NUP54,nucleoporin 54 [Source:NCBI gene (formerly Entrezgene);Acc:101012603],NUP54,ENSG00000138750
ENSPANG00000023418,ENSPANT00000014060,NUP54,nucleoporin 54 [Source:NCBI gene (formerly Entrezgene);Acc:101012603],NUP54,ENSG00000138750
ENSPANG00000025360,ENSPANT00000007313,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2 [Source:NCBI gene (formerly Entrezgene);Acc:101020131],DYNC1I2,ENSG00000077380
ENSPANG00000025360,ENSPANT00000057516,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2 [Source:NCBI gene (formerly Entrezgene);Acc:101020131],DYNC1I2,ENSG00000077380
ENSPANG00000025360,ENSPANT00000048176,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2 [Source:NCBI gene (formerly Entrezgene);Acc:101020131],DYNC1I2,ENSG00000077380
ENSPANG00000006073,ENSPANT00000015415,FAM151B,family with sequence similarity 151 member B [Source:NCBI gene (formerly Entrezgene);Acc:100999806],FAM151B,ENSG00000152380
ENSPANG00000006073,ENSPANT00000015416,FAM151B,family with sequence similarity 151 member B [Source:NCBI gene (formerly Entrezgene);Acc:100999806],FAM151B,ENSG00000152380
ENSPANG00000013926,ENSPANT00000054271,NOP16,NOP16 nucleolar protein [Source:NCBI gene (formerly Entrezgene);Acc:101016430],NOP16,ENSG00000048162
